Dust-Radius\Longitude,-174,-168,-162,-156,-150,-144,-138,-132,-126,-120,-114,-108,-102,-96,-90,-84,-78,-72,-66,-60,-54,-48,-42,-36,-30,-24,-18,-12,-6,0,6,12,18,24,30,36,42,48,54,60,66,72,78,84,90,96,102,108,114,120,126,132,138,144,150,156,162,168,174,180
2.1,0.81554262,1.270670698,1.016873218,1.095290186,1.296294589,1.074251059,1.05038298,1.101497849,1.159327734,1.175699507,0.985669299,1.015262867,0.854563329,0.864772598,0.954347748,0.880695795,0.791848383,0.860720191,0.659831413,0.797610491,0.955827275,0.490584701,0.744430963,0.935029544,0.838734719,0.77717282,0.834009101,0.680460469,0.637095194,0.706021972,0.729602503,0.638744585,0.693940456,0.682970029,0.897620044,1.103652165,1.138116112,1.252491134,1.251546052,1.303157962,1.09203484,1.218269688,1.108168908,1.077884435,1.390240863,1.205695716,1.498879366,0.888026298,0.798590452,1.153342646,0.914043668,1.204488853,0.865171079,0.672655561,0.709970138,0.777440665,1.027383769,0.864688544,0.82979412,0.950784597
2.15,0.863709731,1.252300982,1.035376461,1.018527346,1.183046327,1.054865833,1.070054752,1.11562843,1.115749485,1.168355695,0.997501894,0.959255868,0.807184777,0.758245807,0.9486969,0.785026272,0.772622816,0.853765889,0.689410689,0.782631302,0.919128319,0.499664703,0.732911476,0.937858416,0.880088213,0.75528816,0.778941722,0.682222977,0.64605605,0.648296048,0.649727386,0.557491429,0.589436488,0.66149943,0.900234842,1.066353824,1.074219231,1.262964663,1.281989118,1.21416571,1.097943119,1.17273878,0.993531093,1.12767168,1.356604856,1.150034311,1.394187818,0.849360591,0.737382221,1.068626558,0.873693062,1.312064717,0.819357945,0.641853073,0.728090893,0.827785985,1.05681339,0.836270166,0.803035607,0.952889036
2.2,0.922377622,1.24496377,0.939232822,1.031559299,1.167143997,0.983763745,1.097630789,1.137375162,1.062986065,1.114199394,1.039659494,0.905401478,0.749670062,0.686104938,0.929383179,0.724470794,0.704212562,0.83301993,0.679581492,0.691635731,0.961575777,0.516600048,0.724295666,0.977439132,0.928847449,0.831729063,0.856354113,0.559772854,0.648096514,0.618535628,0.609115097,0.571072183,0.577289615,0.674726707,0.877244954,1.022970708,1.002674179,1.160540995,1.43167664,1.128083432,1.214331361,1.100051062,0.995477962,1.094564559,1.151004672,1.083051089,1.193654256,0.953800281,0.671192949,0.904354523,0.807920886,1.188227145,0.853985,0.643533591,0.736728342,0.765923946,1.027707935,0.735455974,0.787983847,0.999740941
2.25,0.916196857,1.132132932,0.812003457,0.828151505,1.047471465,0.953116729,0.958895063,0.945992264,0.928830081,0.999852869,0.980990985,0.858426091,0.727492104,0.620068507,0.801321486,0.656293227,0.629026425,0.770856861,0.599221241,0.634795029,0.910150445,0.458088969,0.637342054,0.897695074,0.850199524,0.791155235,0.786059597,0.480867781,0.569361943,0.514563602,0.518603234,0.519339768,0.536281494,0.602981111,0.749633937,0.987015454,0.913869911,0.966358617,1.233014513,0.882141467,1.102496203,0.979628108,0.853151293,1.100791183,1.129621598,0.909486214,0.992915408,0.990980847,0.732825131,0.857369193,0.798014889,1.149583033,0.813159573,0.699843372,0.890801528,0.724566114,1.108249659,0.862819688,0.730010054,0.989590147
2.3,0.909112669,0.942592299,0.772804701,0.746581746,0.919822391,0.960170174,0.903534048,0.862744116,0.863409272,0.854534246,1.003802956,0.782994359,0.675708969,0.537515984,0.683975365,0.573416489,0.55333273,0.683938271,0.511138092,0.548033622,0.790008574,0.432686054,0.631736691,0.78183587,0.689927143,0.708566939,0.672594165,0.430362678,0.402810554,0.418997547,0.443039396,0.411760877,0.437600105,0.521199121,0.670985656,0.883321785,0.783567203,0.800052066,1.098662724,0.821364846,1.095307302,0.974822886,0.853186025,0.994403183,1.03392379,0.949019283,1.012712669,0.705285332,0.560286171,0.716500917,0.62191576,1.000175767,0.782390768,0.601534248,0.645488777,0.73092424,0.913225881,0.652814597,0.631868982,0.881924914
2.35,0.875483109,0.903604046,0.668432146,0.664128981,0.81329882,0.884885239,0.841440824,0.809944379,0.800056621,0.758826678,0.834162877,0.692735434,0.630919439,0.493501343,0.633730792,0.52287793,0.521722022,0.610939826,0.501980499,0.523397727,0.743388401,0.430201255,0.561601374,0.738217037,0.634943047,0.676770838,0.638912832,0.417880822,0.35817044,0.352227214,0.357164018,0.330424941,0.360124145,0.489719712,0.636520065,0.768917844,0.6593354,0.679700858,0.835007419,0.686781277,0.972376283,0.887347254,0.752957888,0.815482504,0.86823052,0.710112126,0.818007225,0.618843093,0.492525295,0.600607238,0.522809426,0.874772873,0.679742831,0.561732731,0.600952451,0.659424237,0.768449645,0.496749721,0.650718581,0.868029895
2.4,0.833061654,0.652234688,0.675418188,0.640948489,0.755762938,0.806816393,0.813399564,0.759324452,0.804510156,0.692974269,0.725410464,0.639925989,0.584298166,0.484346888,0.632058592,0.508677963,0.50415762,0.500329348,0.405257287,0.450126953,0.5151094,0.392901644,0.472713833,0.658440475,0.533128533,0.468941147,0.443764286,0.345596739,0.320820484,0.309894441,0.329884084,0.292064293,0.335958961,0.487212515,0.557796075,0.652165467,0.58271985,0.595019545,0.693514397,0.607943307,0.779432426,0.723906013,0.73139389,0.678969078,0.709172301,0.597709518,0.640705745,0.450802527,0.475945444,0.533267087,0.45054635,0.734257519,0.591210625,0.609408932,0.580252396,0.555527266,0.706731546,0.384468076,0.461868286,0.795759517
2.45,0.772304552,0.656948423,0.620856907,0.572470561,0.614980586,0.677655451,0.664503792,0.635748851,0.73909032,0.556037015,0.595462595,0.529396027,0.467941023,0.428632787,0.489254915,0.383754493,0.379174335,0.404382759,0.363967635,0.38598742,0.408857488,0.337101238,0.406797124,0.60720862,0.468422672,0.43708474,0.399692233,0.319364079,0.287416847,0.288400537,0.283047692,0.261557497,0.312999449,0.449277417,0.560991825,0.653972056,0.599236875,0.570876811,0.63264215,0.510377619,0.661779813,0.661351883,0.666192453,0.596603509,0.660552673,0.637903191,0.634720895,0.502885592,0.454360441,0.549106513,0.472780231,0.76869772,0.606184903,0.561609476,0.577391944,0.608751276,0.777816872,0.456903477,0.468260906,0.779100429
2.5,0.461140353,0.41165165,0.503154271,0.505280164,0.535312544,0.599876474,0.607732706,0.55669053,0.533444808,0.450359864,0.43362843,0.385906623,0.356662231,0.359155584,0.382882388,0.29584894,0.324258029,0.353270908,0.33902403,0.338875911,0.401732237,0.375492923,0.388190062,0.535213315,0.390524506,0.353294079,0.314764985,0.249919031,0.23906377,0.228096865,0.225353727,0.21628377,0.264680956,0.350076685,0.355310281,0.378493904,0.376793588,0.347848899,0.449026642,0.360967518,0.393897915,0.367467024,0.395662616,0.441931149,0.399660786,0.405501835,0.396447683,0.334854585,0.375778809,0.386283309,0.379455693,0.644773665,0.477463279,0.482484706,0.530003127,0.481527247,0.627464977,0.336584015,0.341282972,0.673052353
2.55,0.33665689,0.333884684,0.382729349,0.348486714,0.368668562,0.467167311,0.472963203,0.438836144,0.412446759,0.34519801,0.341299367,0.297867417,0.273809054,0.266712306,0.299406163,0.242024143,0.279758683,0.30717634,0.301003271,0.304521308,0.297370046,0.347975973,0.307613385,0.473869441,0.300039098,0.282593133,0.258674875,0.230383262,0.203544077,0.178972665,0.178017898,0.182116473,0.233475835,0.329248068,0.342186494,0.348363145,0.347884863,0.320174822,0.375517712,0.316046158,0.328501001,0.271150611,0.286511878,0.28973368,0.306878523,0.300600456,0.307565435,0.275822863,0.271806894,0.262758669,0.243315321,0.389754657,0.330190885,0.319063932,0.31696309,0.299750367,0.264543928,0.26305938,0.294555346,0.36953089
2.6,0.369030017,0.337105516,0.388158832,0.342697455,0.37522591,0.418745652,0.439872361,0.413266373,0.382075094,0.324890271,0.284927313,0.245706933,0.205266997,0.221961685,0.225902872,0.201044229,0.19529521,0.198051403,0.196459318,0.186161449,0.208060717,0.218470958,0.227648781,0.225900692,0.245392707,0.262092878,0.243565764,0.199708247,0.172021298,0.184851846,0.176358394,0.169797998,0.213904791,0.293198895,0.29645896,0.317201802,0.306583192,0.291604641,0.308156279,0.25410114,0.267237368,0.261059658,0.262767346,0.276237216,0.270715218,0.254386422,0.249785305,0.225525116,0.243343679,0.259482095,0.255950044,0.434622775,0.311840171,0.315796593,0.352885514,0.321029666,0.314820478,0.266538875,0.297491319,0.371528446
2.65,0.24379474,0.244296334,0.268210956,0.237721228,0.301945687,0.333237956,0.306339718,0.300182571,0.289387589,0.246897048,0.213893512,0.209808905,0.189279285,0.214104816,0.241438837,0.197755581,0.196202741,0.198642108,0.19890972,0.200223372,0.202936673,0.221200819,0.228121105,0.212586095,0.211824362,0.212611709,0.226944733,0.207032194,0.180568983,0.157976565,0.142919499,0.132483596,0.179710836,0.265925728,0.251418725,0.241932174,0.260137854,0.237398473,0.240182518,0.200479539,0.218162236,0.189702131,0.179527866,0.184214714,0.198743983,0.198629169,0.205834016,0.231519934,0.212823448,0.210689521,0.189597164,0.227752802,0.220652026,0.259886767,0.257503694,0.206389641,0.205311667,0.191442734,0.207799463,0.248120822
2.75,0.242111495,0.246090085,0.239604339,0.215497189,0.229141568,0.250712759,0.253440177,0.267992931,0.246573872,0.229710314,0.209033031,0.196837404,0.178614389,0.176044446,0.186096641,0.189740516,0.185312342,0.183115768,0.177937118,0.183780665,0.193923631,0.198798115,0.206445652,0.233605663,0.232695284,0.221421595,0.251733014,0.187086542,0.186695747,0.167672535,0.157316686,0.151925173,0.202468734,0.268437909,0.252815443,0.253330908,0.267992059,0.269479279,0.23333036,0.214435805,0.251510905,0.230013328,0.210106197,0.239401636,0.25824542,0.225670453,0.234261539,0.221517153,0.219388982,0.243306524,0.250022407,0.266801727,0.253330193,0.232139379,0.246011112,0.218414233,0.222262524,0.218741756,0.24320825,0.249714802
2.8,0.265394092,0.270415238,0.283834284,0.262789246,0.286862568,0.281582259,0.258299268,0.260090847,0.233057411,0.218470151,0.204014091,0.20762631,0.194021367,0.201218481,0.225241229,0.204167646,0.176611719,0.190843819,0.189853398,0.188696315,0.205751618,0.216232592,0.242686984,0.282577246,0.266201627,0.286159392,0.231318002,0.20409766,0.194885013,0.213783268,0.198434002,0.205574017,0.249580213,0.258066399,0.260235928,0.2781033,0.259371615,0.25827384,0.25484397,0.253939344,0.264082756,0.260655128,0.252304203,0.290742564,0.328039515,0.279565137,0.31233493,0.275828106,0.258435283,0.27757481,0.275239822,0.29254753,0.368089409,0.261201457,0.275207837,0.257384458,0.275879715,0.278071572,0.28476684,0.283098083
2.85,0.311641654,0.322554176,0.351915343,0.309291998,0.293870441,0.308174215,0.294184544,0.287258347,0.266733656,0.251887326,0.240790319,0.240326908,0.222668903,0.248912095,0.266449929,0.259727089,0.223470799,0.238594808,0.228600221,0.20808604,0.210790726,0.235362403,0.26570718,0.296299638,0.290608284,0.301984403,0.289080928,0.211481741,0.219957443,0.229685042,0.20171554,0.208959307,0.210637654,0.233184857,0.286722923,0.30183369,0.293419487,0.354133704,0.318289426,0.298054639,0.2993131,0.311740172,0.314008257,0.346782435,0.383751852,0.330568902,0.409498138,0.298508376,0.317684879,0.355275599,0.321610982,0.372595763,0.443988361,0.326900413,0.341098323,0.344327046,0.332127705,0.333814967,0.29960147,0.305295908
2.9,0.299039797,0.346249099,0.333537772,0.308791456,0.329897307,0.343839013,0.330875011,0.334710169,0.299968445,0.290092701,0.275319166,0.252168387,0.244135738,0.266747845,0.281213363,0.260019598,0.234962972,0.24520784,0.240951506,0.239068517,0.243483742,0.295550002,0.304713887,0.309229257,0.313643477,0.323694384,0.319162768,0.244554478,0.237694214,0.244686096,0.222573671,0.217181773,0.265707265,0.292626126,0.302111791,0.34252816,0.350798995,0.333440465,0.355298601,0.319187247,0.363357743,0.350128968,0.343087943,0.418799168,0.485509856,0.388442407,0.575816114,0.413103068,0.396472972,0.436444809,0.42269574,0.467033808,0.576742456,0.492623578,0.481982102,0.723671757,0.532660422,0.414799691,0.367859314,0.383116716
2.95,0.327805028,0.379231738,0.401585257,0.359329857,0.357626864,0.355187369,0.357879408,0.366116004,0.31991247,0.311142866,0.288288374,0.28017919,0.26088136,0.317684414,0.322320157,0.28234374,0.253644643,0.269263454,0.272571718,0.25830546,0.302103987,0.299878361,0.352164109,0.388418368,0.387262326,0.429968785,0.339757045,0.263295862,0.22916641,0.244904289,0.259687788,0.268664688,0.28744671,0.298633312,0.326227737,0.354181135,0.380107544,0.39559642,0.396402098,0.361524863,0.42759311,0.416956341,0.435789078,0.507707494,0.626685059,0.411970458,0.512475895,0.413581064,0.38846166,0.425895069,0.438629236,0.483185567,0.559520302,0.43851073,0.44883872,0.521117458,0.403320031,0.319845333,0.334570194,0.399092649
3,0.387267856,0.421308014,0.393070303,0.366449184,0.380662505,0.351805733,0.354853498,0.344480635,0.329764078,0.314515188,0.314730306,0.302132095,0.307087062,0.336084163,0.35990119,0.327645471,0.313542703,0.32765807,0.271096492,0.276685102,0.300784078,0.3100484,0.409318898,0.428331157,0.437409943,0.503819022,0.393297061,0.266082337,0.247360209,0.238724761,0.221091238,0.237389949,0.292719415,0.33691727,0.425988423,0.462160126,0.469253769,0.457163941,0.489654173,0.402786365,0.52463879,0.498278088,0.511933332,0.619191213,0.744338166,0.523919511,0.616438891,0.486718967,0.427043747,0.496286421,0.531488981,0.571400533,0.614727701,0.507369687,0.479008275,0.760106869,0.530134106,0.422804278,0.419438212,0.414397862
3.05,0.428401456,0.447081965,0.474040353,0.424595443,0.403834621,0.436181331,0.393870851,0.414175753,0.36061659,0.352622088,0.340191689,0.338001145,0.338590095,0.405963534,0.451140262,0.373648985,0.36801653,0.364256608,0.308812205,0.298550788,0.340187193,0.34573138,0.398248552,0.459659363,0.472659049,0.509548506,0.408725447,0.265255423,0.271953985,0.263685296,0.281334407,0.290445436,0.329720413,0.348342244,0.409673247,0.470080371,0.444433551,0.461515237,0.473097963,0.404625958,0.465285475,0.438850659,0.436392457,0.525904989,0.731534207,0.52390507,0.624899145,0.507905328,0.462824716,0.505467614,0.478898382,0.537801648,0.584086169,0.543192036,0.58505942,0.782086281,0.569641037,0.418787917,0.391738298,0.492004418
3.1,0.443592265,0.496821497,0.464963383,0.399154813,0.430474753,0.410680004,0.400050904,0.459287248,0.393842759,0.382918489,0.375944982,0.373130742,0.336270606,0.450462115,0.470839609,0.402324422,0.383455283,0.386702495,0.31467661,0.296763917,0.362619574,0.338955638,0.468700445,0.47238097,0.477753495,0.532792792,0.455160742,0.361359446,0.327437921,0.279816268,0.32590807,0.280969818,0.345427899,0.401038324,0.483143424,0.51110605,0.529870816,0.529148981,0.523279871,0.429594831,0.549399407,0.539567657,0.569509354,0.612468846,0.738379939,0.536339023,0.664097831,0.516079577,0.444506266,0.506158511,0.461225661,0.558623154,0.596671556,0.497422395,0.579700766,0.739862115,0.53257347,0.428835395,0.352484607,0.407804485
3.15,0.464542219,0.510766726,0.461357751,0.434859227,0.445680578,0.451509174,0.429724301,0.475827725,0.425412612,0.40818511,0.39584421,0.433050233,0.350696832,0.50923128,0.50256322,0.417111806,0.445769778,0.375439707,0.334018211,0.340225563,0.3626626,0.381646946,0.48436721,0.519240756,0.502440079,0.536280405,0.462373311,0.372265204,0.301446969,0.291609606,0.295037298,0.298869564,0.337700573,0.380312656,0.453638499,0.51230942,0.519572514,0.532965888,0.55376379,0.426880648,0.520101485,0.519544807,0.494701757,0.543609785,0.712524984,0.535764439,0.699771618,0.527741652,0.45607949,0.473081919,0.456668254,0.531452721,0.67376942,0.569173853,0.514953706,0.658702801,0.567265349,0.488457883,0.405085835,0.432691124
3.2,0.447135941,0.489739312,0.456288656,0.435948398,0.43395677,0.449497449,0.408530551,0.487889154,0.430596149,0.407439894,0.383173304,0.392913951,0.332875199,0.545063511,0.464931666,0.415020376,0.407936138,0.363637637,0.329832381,0.313993926,0.369199863,0.405825876,0.449327399,0.541939881,0.599924606,0.590735813,0.504832181,0.325505628,0.302661986,0.252606627,0.314227016,0.335056087,0.321781853,0.371175126,0.4671706,0.498853704,0.468644165,0.521446186,0.63754903,0.413150125,0.595993539,0.537156467,0.54687635,0.618052509,0.656244191,0.519069756,0.582417599,0.55467957,0.487767527,0.484056751,0.461052716,0.560814268,0.676416523,0.568167065,0.51924482,0.654028354,0.565266624,0.454067043,0.383104004,0.456810956
3.25,0.415123582,0.501543227,0.480946672,0.49264,0.492292379,0.482983894,0.459934878,0.508525074,0.446389872,0.443783968,0.445243784,0.486340364,0.341419532,0.509664366,0.491949177,0.431112515,0.432024423,0.369882859,0.341274633,0.329273146,0.396064733,0.425831649,0.448664868,0.523984685,0.596975614,0.575232989,0.469482587,0.323017103,0.326501931,0.290928705,0.332114994,0.317657196,0.302190141,0.392806966,0.46355961,0.44730722,0.426142241,0.496532576,0.601322204,0.379650057,0.513589306,0.447080104,0.409135505,0.490212427,0.571805993,0.482873586,0.569142756,0.572650055,0.461805503,0.454068716,0.436817086,0.480585828,0.713517089,0.542266962,0.543548244,0.585126414,0.532567045,0.451735203,0.402299148,0.511004261
3.3,0.419140684,0.511524368,0.461322628,0.489864099,0.489616126,0.502232977,0.44706901,0.508057654,0.402741581,0.421119733,0.431068208,0.452799624,0.322448677,0.476307234,0.467239002,0.401890783,0.388779181,0.399541084,0.368837616,0.313918855,0.458075974,0.380055447,0.463817654,0.504504728,0.579051714,0.5864381,0.451194938,0.313079801,0.29222562,0.273239475,0.29476642,0.297333594,0.313789374,0.388473702,0.46172826,0.41933793,0.43512504,0.529026885,0.628294279,0.407858338,0.546852808,0.458665005,0.416169469,0.473531094,0.539135137,0.496408122,0.549467156,0.520615467,0.412414461,0.424293137,0.399295925,0.457470147,0.674492181,0.520593102,0.514709451,0.57160112,0.486637875,0.421779273,0.425881685,0.487897457
3.35,0.395383417,0.473429458,0.445533417,0.464552933,0.460430461,0.477071286,0.408669532,0.483578044,0.413261222,0.411693761,0.414212311,0.447300865,0.341054841,0.455735282,0.424919266,0.371905208,0.354121291,0.378902846,0.3496212,0.290182837,0.40067004,0.364261684,0.441095715,0.491838879,0.568797283,0.563750758,0.477736134,0.294221003,0.298685721,0.245833036,0.282740574,0.299587364,0.329854817,0.369064902,0.414708982,0.442146361,0.40068737,0.472286181,0.57909103,0.371595876,0.520043959,0.463341851,0.46084084,0.491390449,0.535009299,0.431574872,0.503539205,0.470771732,0.391346409,0.380963239,0.369009598,0.38734937,0.591690789,0.476789433,0.456657376,0.55307569,0.492374223,0.393176452,0.441225781,0.494053354
3.4,0.478056999,0.549101461,0.49699883,0.604223489,0.653160931,0.58943931,0.588281517,0.629213281,0.536571648,0.480143182,0.418465118,0.445759495,0.345355073,0.470136466,0.476311157,0.37058034,0.370099035,0.388950363,0.343618533,0.312826958,0.413751245,0.403857204,0.500348408,0.526272063,0.527531913,0.553875393,0.451988646,0.33443418,0.334332234,0.28901811,0.306579479,0.307577606,0.311366632,0.373342198,0.436114937,0.423945445,0.465040183,0.486681917,0.543037627,0.363912577,0.510393749,0.470626645,0.480176104,0.448569014,0.519714514,0.437531284,0.493157741,0.456880914,0.404000278,0.405748167,0.394445745,0.415387622,0.603579388,0.541916593,0.466444147,0.477389585,0.436690493,0.43818201,0.397993074,0.494696938
3.45,0.34357862,0.370119221,0.390108148,0.394975961,0.419633389,0.424654823,0.368582868,0.459426132,0.361079523,0.389298934,0.370332436,0.395071453,0.331062604,0.441260323,0.35790491,0.329557769,0.31517419,0.365212973,0.316039267,0.258479255,0.374029544,0.326914338,0.44867903,0.413916769,0.473137036,0.485453374,0.446185136,0.340784263,0.309916668,0.279021083,0.278429682,0.276451793,0.275396181,0.338003714,0.376638741,0.441679145,0.431703789,0.445944587,0.528131801,0.36090251,0.448810046,0.412367643,0.410807913,0.372282879,0.46551196,0.37335768,0.396482061,0.382044633,0.347451814,0.339966407,0.335486885,0.333568961,0.470924204,0.452816429,0.405190086,0.485206268,0.42188717,0.369538945,0.452074062,0.405103082
3.5,0.361110244,0.389230479,0.408412901,0.399436476,0.442838848,0.431143312,0.39015115,0.417062272,0.346671791,0.341216357,0.303377848,0.337995505,0.296992751,0.377567949,0.399632529,0.317871709,0.301774679,0.308668029,0.28292001,0.24064162,0.323474618,0.292001619,0.369477546,0.372577419,0.438008742,0.440512481,0.364264923,0.297572586,0.274230729,0.24980459,0.253927822,0.279312733,0.299424738,0.329673967,0.378389571,0.424144278,0.390758777,0.373194469,0.395650035,0.297823464,0.394014753,0.398631662,0.404229159,0.366894126,0.398494661,0.331315506,0.38902413,0.386160816,0.306832621,0.343429303,0.319011078,0.330816822,0.505289141,0.444819345,0.370884106,0.373389584,0.335791977,0.321832024,0.409016726,0.371841699
3.55,0.342071175,0.355732546,0.396934291,0.383259623,0.407316879,0.427744045,0.400725492,0.403032454,0.338668822,0.329218266,0.314896165,0.306745325,0.263451263,0.311758667,0.329330199,0.291470939,0.281219054,0.294968549,0.263319307,0.238368332,0.292006586,0.283773934,0.334503753,0.340253977,0.364177878,0.536908369,0.337314743,0.275634879,0.259730188,0.248687571,0.260975005,0.251373963,0.250646266,0.289139601,0.331237361,0.368689671,0.385507164,0.423739933,0.393339273,0.29607415,0.361494418,0.36645146,0.364206726,0.353486025,0.36013874,0.351995915,0.352508583,0.327570198,0.307524151,0.286891736,0.287075383,0.267365983,0.349191584,0.34815045,0.344918671,0.362572282,0.334679182,0.310240731,0.392739966,0.364652479
3.6,0.306609184,0.33653143,0.354327391,0.345101418,0.363388403,0.385603856,0.350946041,0.343564687,0.298450298,0.290709021,0.283491623,0.279633443,0.256225584,0.294834639,0.340840064,0.28604273,0.278312242,0.292382312,0.253257127,0.21757517,0.263705495,0.27003118,0.354574749,0.362240217,0.392737265,0.375810312,0.410417975,0.260257605,0.243066198,0.229728829,0.227791481,0.244493751,0.268654091,0.307204542,0.317080962,0.335734707,0.338111903,0.314929458,0.327215609,0.281206359,0.322682049,0.311452508,0.303456183,0.278849226,0.301080356,0.270350709,0.316912451,0.316618251,0.293900913,0.300623114,0.299565699,0.282433605,0.336637364,0.329007597,0.351072607,0.327434677,0.30604681,0.277001771,0.334894824,0.316111882
3.65,0.367751445,0.374463409,0.380998528,0.386335628,0.437545321,0.437283353,0.415840636,0.421418631,0.399714546,0.316872157,0.278656543,0.279819217,0.230903994,0.251787761,0.261417792,0.250560393,0.239096227,0.24614264,0.238756601,0.228480788,0.24402478,0.252628495,0.304223984,0.325234931,0.359997443,0.369535257,0.308911514,0.251474438,0.24336525,0.240699292,0.209130384,0.206345506,0.219095157,0.238325429,0.265178265,0.278889317,0.291753188,0.30492464,0.319049018,0.258089283,0.242237894,0.250901185,0.25457092,0.24596017,0.24866204,0.254809916,0.284319718,0.268833873,0.266519323,0.263493538,0.261942791,0.287186547,0.302087907,0.33812888,0.338327685,0.349629788,0.353956746,0.356610511,0.353510121,0.348413892
3.7,0.398836856,0.400501325,0.38071195,0.406331392,0.424688557,0.390626331,0.378147243,0.381743548,0.330608342,0.252566425,0.237780008,0.225024778,0.202684972,0.227575941,0.242760373,0.236414423,0.225745387,0.239316956,0.225402582,0.220815757,0.236218803,0.258037221,0.337246108,0.358392262,0.401010896,0.382457645,0.289627195,0.250716312,0.261371582,0.262763238,0.24897654,0.245546444,0.246546242,0.262820531,0.293186896,0.31516402,0.330602502,0.315639457,0.296989112,0.251357086,0.240362213,0.254728404,0.238796147,0.22537147,0.252751188,0.266932027,0.315381829,0.273011777,0.283370138,0.274363942,0.256907002,0.298686946,0.31840051,0.347584257,0.387265101,0.327056744,0.348949434,0.376386543,0.380812446,0.391240336
3.75,0.328200288,0.381790744,0.403911768,0.425471384,0.477803933,0.431340611,0.386193751,0.354871893,0.322209041,0.277621902,0.261004826,0.26658984,0.234814532,0.268977719,0.284185427,0.248646834,0.239879298,0.237383756,0.238197109,0.215985523,0.224095991,0.238046429,0.256796302,0.296396978,0.30900211,0.465824778,0.266253416,0.243493294,0.255166151,0.250932235,0.250429756,0.213275982,0.233237567,0.234845961,0.258607671,0.287592646,0.278106129,0.26789168,0.272643252,0.233744742,0.202946658,0.215393755,0.227085217,0.217649319,0.22058093,0.240006948,0.274544341,0.285521646,0.311998508,0.299304503,0.291225817,0.291998053,0.280263121,0.282884405,0.287066959,0.277378142,0.259929226,0.253840627,0.252018927,0.291920354
3.85,0.267651317,0.315896989,0.358482916,0.390407365,0.459464529,0.423254937,0.412906112,0.398226922,0.377297178,0.306126994,0.261415848,0.246668528,0.217680826,0.214271499,0.230136371,0.240780046,0.22913284,0.230999338,0.249716517,0.233040111,0.252031791,0.256545077,0.265066907,0.279614513,0.31788058,0.447269314,0.294592665,0.256024104,0.286609499,0.285896593,0.28632038,0.280697929,0.30041665,0.304781747,0.322672283,0.291194359,0.307368571,0.287597202,0.263258636,0.253060717,0.236408239,0.247220717,0.273783194,0.242592822,0.239457089,0.244168978,0.277440934,0.280713976,0.289907307,0.286069587,0.275851955,0.284750387,0.298989543,0.305726786,0.301256674,0.307148551,0.279984299,0.296894768,0.28024746,0.265999804
3.9,0.369159491,0.397569774,0.40222467,0.395965912,0.456767459,0.427197241,0.425642328,0.422910696,0.411737437,0.33594561,0.314732871,0.294368455,0.242920393,0.257685736,0.261134977,0.26866784,0.253816105,0.275872434,0.278261368,0.292599793,0.306641653,0.313510592,0.326066489,0.335735352,0.361724459,0.49958661,0.330643797,0.311843592,0.328134847,0.319985597,0.301778118,0.302219286,0.377209338,0.384137249,0.351535452,0.364142382,0.387884395,0.37897704,0.360877022,0.297493369,0.258767988,0.288238383,0.296791292,0.270887085,0.290719655,0.303476228,0.315823309,0.315561131,0.304138477,0.298485872,0.309226382,0.315023368,0.361591025,0.401992327,0.413406128,0.347193163,0.331489844,0.353341366,0.365131723,0.39722929
3.95,0.435711212,0.43966497,0.490772122,0.524051074,0.507034885,0.512198464,0.461889185,0.473049105,0.434740967,0.340482653,0.333759323,0.318431986,0.284306853,0.293449934,0.289348434,0.285030116,0.276171733,0.282945969,0.27793564,0.281538487,0.291651826,0.335308139,0.372152787,0.385730199,0.429496971,0.556767651,0.377727141,0.326529756,0.321025223,0.297380717,0.283862409,0.27630256,0.308735967,0.338864965,0.357129605,0.387289013,0.406427535,0.378436068,0.386861785,0.319539235,0.265725638,0.295101335,0.308304268,0.32417305,0.332351931,0.35320935,0.409062523,0.39917501,0.401594277,0.367889649,0.382328673,0.44334508,0.464131849,0.502003265,0.478580349,0.46164718,0.427963902,0.450988063,0.427484262,0.414275661
4,0.463420354,0.496260545,0.562653941,0.55301037,0.550602011,0.530070009,0.510880361,0.493209659,0.454801756,0.373085677,0.332406312,0.328023258,0.299647018,0.288256735,0.298581508,0.290227083,0.279141301,0.29605291,0.290690082,0.29306516,0.295551169,0.326349687,0.377422669,0.401642873,0.408632715,0.512349806,0.358165439,0.336752356,0.346173455,0.347086292,0.350116845,0.341005751,0.39922897,0.404869576,0.416035129,0.420924774,0.42365726,0.364021853,0.37498703,0.351232941,0.316144723,0.344891449,0.331082786,0.346130305,0.361444538,0.399358978,0.42260088,0.418802007,0.459293699,0.382635109,0.393099254,0.387121504,0.38883131,0.431192613,0.494298632,0.402333582,0.382695341,0.387222818,0.385009515,0.45308078
4.05,0.472084809,0.5056347,0.549966707,0.537818355,0.549846125,0.514514345,0.502659928,0.485941483,0.441417649,0.357945553,0.341684095,0.336188361,0.29590789,0.314119148,0.32604894,0.305842424,0.303562328,0.31304885,0.330760653,0.335053845,0.302535125,0.35455382,0.392144406,0.416265466,0.397117025,0.475906973,0.365095224,0.368255179,0.397100396,0.380889234,0.366378998,0.368106359,0.434526653,0.43033256,0.484163682,0.498442171,0.505751498,0.416289551,0.422122274,0.380383216,0.346695348,0.362316677,0.378949715,0.40348943,0.488066521,0.507580442,0.483404941,0.469843627,0.505053831,0.484537817,0.444329998,0.521283674,0.490179581,0.519390207,0.547564429,0.457921746,0.432226375,0.399200098,0.395647363,0.423412132
